token,normalized_token,target_section,source,reviewer_correction,validation_status,quantity,page_number,bbox,ocr_confidence,line_context
2L31/2X21/2X1/2X3/8LLBB ASTM A36,2L31/2X21/2X1/2X3/8LLBBASTMA36,2L31/2X21/2X1/2X3/8LLBB,aisc_augmented,False,reference,,,,,
2L_31/2X21/2X1/2X3/8LLBB,2L31/2X21/2X1/2X3/8LLBB,2L31/2X21/2X1/2X3/8LLBB,aisc_augmented,False,reference,,,,,
LL Angle 2L31/2X21/2X1/2X3/8LLBB,LLANGLE2L31/2X21/2X1/2X3/8LLBB,2L31/2X21/2X1/2X3/8LLBB,aisc_augmented,False,reference,,,,,
2L-31/2X21/2X1/2X3/8LLBB,2L31/2X21/2X1/2X3/8LLBB,2L31/2X21/2X1/2X3/8LLBB,aisc_augmented,False,reference,,,,,
2L Shape-2L31/2X21/2X1/2X3/8LLBB,2LSHAPE2L31/2X21/2X1/2X3/8LLBB,2L31/2X21/2X1/2X3/8LLBB,aisc_augmented,False,reference,,,,,
2L31/2 X 21/2 X 1/2 X 3/8LLBB,2L31/2X21/2X1/2X3/8LLBB,2L31/2X21/2X1/2X3/8LLBB,aisc_augmented,False,reference,,,,,
2L 31/2X21/2X1/2X3/8LLBB,2L31/2X21/2X1/2X3/8LLBB,2L31/2X21/2X1/2X3/8LLBB,aisc_augmented,False,reference,,,,,
2L Shape 2L31/2X21/2X1/2X3/8LLBB,2LSHAPE2L31/2X21/2X1/2X3/8LLBB,2L31/2X21/2X1/2X3/8LLBB,aisc_augmented,False,reference,,,,,
LL Angle-2L31/2X21/2X1/2X3/8LLBB,LLANGLE2L31/2X21/2X1/2X3/8LLBB,2L31/2X21/2X1/2X3/8LLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/2X3/8LLBB A36,2L31/2X21/2X1/2X3/8LLBBA36,2L31/2X21/2X1/2X3/8LLBB,aisc_augmented,False,reference,,,,,
2L31/2X2I/2X1/2X3/8SLBB,2L31/2X2I/2X1/2X3/8SLBB,2L31/2X21/2X1/2X3/8SLBB,aisc_augmented,False,reference,,,,,
Double Angle-2L31/2X21/2X1/2X3/8SLBB,DOUBLEANGLE2L31/2X21/2X1/2X3/8SLBB,2L31/2X21/2X1/2X3/8SLBB,aisc_augmented,False,reference,,,,,
Double Angle 2L31/2X21/2X1/2X3/8SLBB A36,DOUBLEANGLE2L31/2X21/2X1/2X3/8SLBBA36,2L31/2X21/2X1/2X3/8SLBB,aisc_augmented,False,reference,,,,,
2L 31/2X21/2X1/2X3/8SLBB,2L31/2X21/2X1/2X3/8SLBB,2L31/2X21/2X1/2X3/8SLBB,aisc_augmented,False,reference,,,,,
2L_31/2X21/2X1/2X3/8SLBB,2L31/2X21/2X1/2X3/8SLBB,2L31/2X21/2X1/2X3/8SLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/2X3/8SLBB,2L31/2X21/2X1/2X3/8SLBB,2L31/2X21/2X1/2X3/8SLBB,aisc_augmented,False,reference,,,,,
2L Shape-2L31/2X21/2X1/2X3/8SLBB,2LSHAPE2L31/2X21/2X1/2X3/8SLBB,2L31/2X21/2X1/2X3/8SLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/2X3/BSLBB,2L31/2X21/2X1/2X3/BSLBB,2L31/2X21/2X1/2X3/8SLBB,aisc_augmented,False,reference,,,,,
2L Shape 2L31/2X21/2X1/2X3/8SLBB,2LSHAPE2L31/2X21/2X1/2X3/8SLBB,2L31/2X21/2X1/2X3/8SLBB,aisc_augmented,False,reference,,,,,
2L-31/2X21/2X1/2X3/8SLBB,2L31/2X21/2X1/2X3/8SLBB,2L31/2X21/2X1/2X3/8SLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/2X3/8SLBB A36,2L31/2X21/2X1/2X3/8SLBBA36,2L31/2X21/2X1/2X3/8SLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/2X3/8SLBB Double Angle,2L31/2X21/2X1/2X3/8SLBBDOUBLEANGLE,2L31/2X21/2X1/2X3/8SLBB,aisc_augmented,False,reference,,,,,
Double Angle 2L31/2X21/2X1/2X3/8SLBB ASTM A36,DOUBLEANGLE2L31/2X21/2X1/2X3/8SLBBASTMA36,2L31/2X21/2X1/2X3/8SLBB,aisc_augmented,False,reference,,,,,
2L 31/2 X 21/2 X 1/2 X 3/8SLBB,2L31/2X21/2X1/2X3/8SLBB,2L31/2X21/2X1/2X3/8SLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/2X3/8SLBB ASTM A36,2L31/2X21/2X1/2X3/8SLBBASTMA36,2L31/2X21/2X1/2X3/8SLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/2X3/8SLBB 2L Shape,2L31/2X21/2X1/2X3/8SLBB2LSHAPE,2L31/2X21/2X1/2X3/8SLBB,aisc_augmented,False,reference,,,,,
2L31/2 X 21/2X1/2X3/8SLBB,2L31/2X21/2X1/2X3/8SLBB,2L31/2X21/2X1/2X3/8SLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2XI/2X3/8SLBB,2L31/2X21/2XI/2X3/8SLBB,2L31/2X21/2X1/2X3/8SLBB,aisc_augmented,False,reference,,,,,
2L31/2 X 21/2 X 1/2 X 3/8SLBB,2L31/2X21/2X1/2X3/8SLBB,2L31/2X21/2X1/2X3/8SLBB,aisc_augmented,False,reference,,,,,
LL Angle-2L31/2X21/2X1/2X3/8SLBB,LLANGLE2L31/2X21/2X1/2X3/8SLBB,2L31/2X21/2X1/2X3/8SLBB,aisc_augmented,False,reference,,,,,
2L3I/2X21/2X1/2X3/8SLBB,2L3I/2X21/2X1/2X3/8SLBB,2L31/2X21/2X1/2X3/8SLBB,aisc_augmented,False,reference,,,,,
LL Angle 2L31/2X21/2X1/2X3/8SLBB,LLANGLE2L31/2X21/2X1/2X3/8SLBB,2L31/2X21/2X1/2X3/8SLBB,aisc_augmented,False,reference,,,,,
2L31/2×21/2×1/2×3/8SLBB,2L31/2X21/2X1/2X3/8SLBB,2L31/2X21/2X1/2X3/8SLBB,aisc_augmented,False,reference,,,,,
Double Angle 2L31/2X21/2X1/2X3/8SLBB,DOUBLEANGLE2L31/2X21/2X1/2X3/8SLBB,2L31/2X21/2X1/2X3/8SLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/2X3/8SLBB LL Angle,2L31/2X21/2X1/2X3/8SLBBLLANGLE,2L31/2X21/2X1/2X3/8SLBB,aisc_augmented,False,reference,,,,,
2L 31/2X21/2X1/4LLBB,2L31/2X21/2X1/4LLBB,2L31/2X21/2X1/4LLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4LLBB LL Angle,2L31/2X21/2X1/4LLBBLLANGLE,2L31/2X21/2X1/4LLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4LLBB 2L Shape,2L31/2X21/2X1/4LLBB2LSHAPE,2L31/2X21/2X1/4LLBB,aisc_augmented,False,reference,,,,,
2L_31/2X21/2X1/4LLBB,2L31/2X21/2X1/4LLBB,2L31/2X21/2X1/4LLBB,aisc_augmented,False,reference,,,,,
Double Angle 2L31/2X21/2X1/4LLBB,DOUBLEANGLE2L31/2X21/2X1/4LLBB,2L31/2X21/2X1/4LLBB,aisc_augmented,False,reference,,,,,
Double Angle 2L31/2X21/2X1/4LLBB A36,DOUBLEANGLE2L31/2X21/2X1/4LLBBA36,2L31/2X21/2X1/4LLBB,aisc_augmented,False,reference,,,,,
2L3I/2X21/2X1/4LLBB,2L3I/2X21/2X1/4LLBB,2L31/2X21/2X1/4LLBB,aisc_augmented,False,reference,,,,,
2l31/2x21/2x1/4llbb,2L31/2X21/2X1/4LLBB,2L31/2X21/2X1/4LLBB,aisc_augmented,False,reference,,,,,
LL Angle 2L31/2X21/2X1/4LLBB,LLANGLE2L31/2X21/2X1/4LLBB,2L31/2X21/2X1/4LLBB,aisc_augmented,False,reference,,,,,
2L 31/2 X 21/2 X 1/4LLBB,2L31/2X21/2X1/4LLBB,2L31/2X21/2X1/4LLBB,aisc_augmented,False,reference,,,,,
2L Shape 2L31/2X21/2X1/4LLBB,2LSHAPE2L31/2X21/2X1/4LLBB,2L31/2X21/2X1/4LLBB,aisc_augmented,False,reference,,,,,
2L31/2×21/2×1/4LLBB,2L31/2X21/2X1/4LLBB,2L31/2X21/2X1/4LLBB,aisc_augmented,False,reference,,,,,
2L Shape-2L31/2X21/2X1/4LLBB,2LSHAPE2L31/2X21/2X1/4LLBB,2L31/2X21/2X1/4LLBB,aisc_augmented,False,reference,,,,,
2L31/2 X 21/2X1/4LLBB,2L31/2X21/2X1/4LLBB,2L31/2X21/2X1/4LLBB,aisc_augmented,False,reference,,,,,
2L31/2X2I/2X1/4LLBB,2L31/2X2I/2X1/4LLBB,2L31/2X21/2X1/4LLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4LLBB A36,2L31/2X21/2X1/4LLBBA36,2L31/2X21/2X1/4LLBB,aisc_augmented,False,reference,,,,,
Double Angle 2L31/2X21/2X1/4LLBB ASTM A36,DOUBLEANGLE2L31/2X21/2X1/4LLBBASTMA36,2L31/2X21/2X1/4LLBB,aisc_augmented,False,reference,,,,,
Double Angle-2L31/2X21/2X1/4LLBB,DOUBLEANGLE2L31/2X21/2X1/4LLBB,2L31/2X21/2X1/4LLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4LLBB ASTM A36,2L31/2X21/2X1/4LLBBASTMA36,2L31/2X21/2X1/4LLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2XI/4LLBB,2L31/2X21/2XI/4LLBB,2L31/2X21/2X1/4LLBB,aisc_augmented,False,reference,,,,,
2L-31/2X21/2X1/4LLBB,2L31/2X21/2X1/4LLBB,2L31/2X21/2X1/4LLBB,aisc_augmented,False,reference,,,,,
2L31/2 X 21/2 X 1/4LLBB,2L31/2X21/2X1/4LLBB,2L31/2X21/2X1/4LLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4LLBB Double Angle,2L31/2X21/2X1/4LLBBDOUBLEANGLE,2L31/2X21/2X1/4LLBB,aisc_augmented,False,reference,,,,,
LL Angle-2L31/2X21/2X1/4LLBB,LLANGLE2L31/2X21/2X1/4LLBB,2L31/2X21/2X1/4LLBB,aisc_augmented,False,reference,,,,,
2L31/2X2I/2X1/4SLBB,2L31/2X2I/2X1/4SLBB,2L31/2X21/2X1/4SLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4SLBB ASTM A36,2L31/2X21/2X1/4SLBBASTMA36,2L31/2X21/2X1/4SLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4SLBB LL Angle,2L31/2X21/2X1/4SLBBLLANGLE,2L31/2X21/2X1/4SLBB,aisc_augmented,False,reference,,,,,
LL Angle 2L31/2X21/2X1/4SLBB,LLANGLE2L31/2X21/2X1/4SLBB,2L31/2X21/2X1/4SLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4SLBB,2L31/2X21/2X1/4SLBB,2L31/2X21/2X1/4SLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4SLBB A36,2L31/2X21/2X1/4SLBBA36,2L31/2X21/2X1/4SLBB,aisc_augmented,False,reference,,,,,
2L_31/2X21/2X1/4SLBB,2L31/2X21/2X1/4SLBB,2L31/2X21/2X1/4SLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2XI/4SLBB,2L31/2X21/2XI/4SLBB,2L31/2X21/2X1/4SLBB,aisc_augmented,False,reference,,,,,
2L Shape 2L31/2X21/2X1/4SLBB,2LSHAPE2L31/2X21/2X1/4SLBB,2L31/2X21/2X1/4SLBB,aisc_augmented,False,reference,,,,,
2L31/2 X 21/2 X 1/4SLBB,2L31/2X21/2X1/4SLBB,2L31/2X21/2X1/4SLBB,aisc_augmented,False,reference,,,,,
Double Angle 2L31/2X21/2X1/4SLBB,DOUBLEANGLE2L31/2X21/2X1/4SLBB,2L31/2X21/2X1/4SLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4SLBB Double Angle,2L31/2X21/2X1/4SLBBDOUBLEANGLE,2L31/2X21/2X1/4SLBB,aisc_augmented,False,reference,,,,,
2L31/2×21/2×1/4SLBB,2L31/2X21/2X1/4SLBB,2L31/2X21/2X1/4SLBB,aisc_augmented,False,reference,,,,,
2L 31/2 X 21/2 X 1/4SLBB,2L31/2X21/2X1/4SLBB,2L31/2X21/2X1/4SLBB,aisc_augmented,False,reference,,,,,
LL Angle-2L31/2X21/2X1/4SLBB,LLANGLE2L31/2X21/2X1/4SLBB,2L31/2X21/2X1/4SLBB,aisc_augmented,False,reference,,,,,
2L-31/2X21/2X1/4SLBB,2L31/2X21/2X1/4SLBB,2L31/2X21/2X1/4SLBB,aisc_augmented,False,reference,,,,,
Double Angle-2L31/2X21/2X1/4SLBB,DOUBLEANGLE2L31/2X21/2X1/4SLBB,2L31/2X21/2X1/4SLBB,aisc_augmented,False,reference,,,,,
2L31/2 X 21/2X1/4SLBB,2L31/2X21/2X1/4SLBB,2L31/2X21/2X1/4SLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4SLBB 2L Shape,2L31/2X21/2X1/4SLBB2LSHAPE,2L31/2X21/2X1/4SLBB,aisc_augmented,False,reference,,,,,
2L3I/2X21/2X1/4SLBB,2L3I/2X21/2X1/4SLBB,2L31/2X21/2X1/4SLBB,aisc_augmented,False,reference,,,,,
Double Angle 2L31/2X21/2X1/4SLBB ASTM A36,DOUBLEANGLE2L31/2X21/2X1/4SLBBASTMA36,2L31/2X21/2X1/4SLBB,aisc_augmented,False,reference,,,,,
Double Angle 2L31/2X21/2X1/4SLBB A36,DOUBLEANGLE2L31/2X21/2X1/4SLBBA36,2L31/2X21/2X1/4SLBB,aisc_augmented,False,reference,,,,,
2L 31/2X21/2X1/4SLBB,2L31/2X21/2X1/4SLBB,2L31/2X21/2X1/4SLBB,aisc_augmented,False,reference,,,,,
2L Shape-2L31/2X21/2X1/4SLBB,2LSHAPE2L31/2X21/2X1/4SLBB,2L31/2X21/2X1/4SLBB,aisc_augmented,False,reference,,,,,
2L31/2 X 21/2X1/4X3/4LLBB,2L31/2X21/2X1/4X3/4LLBB,2L31/2X21/2X1/4X3/4LLBB,aisc_augmented,False,reference,,,,,
2l31/2x21/2x1/4x3/4llbb,2L31/2X21/2X1/4X3/4LLBB,2L31/2X21/2X1/4X3/4LLBB,aisc_augmented,False,reference,,,,,
2L Shape-2L31/2X21/2X1/4X3/4LLBB,2LSHAPE2L31/2X21/2X1/4X3/4LLBB,2L31/2X21/2X1/4X3/4LLBB,aisc_augmented,False,reference,,,,,
LL Angle-2L31/2X21/2X1/4X3/4LLBB,LLANGLE2L31/2X21/2X1/4X3/4LLBB,2L31/2X21/2X1/4X3/4LLBB,aisc_augmented,False,reference,,,,,
2L31/2×21/2×1/4×3/4LLBB,2L31/2X21/2X1/4X3/4LLBB,2L31/2X21/2X1/4X3/4LLBB,aisc_augmented,False,reference,,,,,
Double Angle-2L31/2X21/2X1/4X3/4LLBB,DOUBLEANGLE2L31/2X21/2X1/4X3/4LLBB,2L31/2X21/2X1/4X3/4LLBB,aisc_augmented,False,reference,,,,,
Double Angle 2L31/2X21/2X1/4X3/4LLBB A36,DOUBLEANGLE2L31/2X21/2X1/4X3/4LLBBA36,2L31/2X21/2X1/4X3/4LLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4X3/4LLBB Double Angle,2L31/2X21/2X1/4X3/4LLBBDOUBLEANGLE,2L31/2X21/2X1/4X3/4LLBB,aisc_augmented,False,reference,,,,,
2L 31/2X21/2X1/4X3/4LLBB,2L31/2X21/2X1/4X3/4LLBB,2L31/2X21/2X1/4X3/4LLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4X3/4LLBB ASTM A36,2L31/2X21/2X1/4X3/4LLBBASTMA36,2L31/2X21/2X1/4X3/4LLBB,aisc_augmented,False,reference,,,,,
2L 31/2 X 21/2 X 1/4 X 3/4LLBB,2L31/2X21/2X1/4X3/4LLBB,2L31/2X21/2X1/4X3/4LLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4X3/4LLBB A36,2L31/2X21/2X1/4X3/4LLBBA36,2L31/2X21/2X1/4X3/4LLBB,aisc_augmented,False,reference,,,,,
2L Shape 2L31/2X21/2X1/4X3/4LLBB,2LSHAPE2L31/2X21/2X1/4X3/4LLBB,2L31/2X21/2X1/4X3/4LLBB,aisc_augmented,False,reference,,,,,
2L31/2 X 21/2 X 1/4 X 3/4LLBB,2L31/2X21/2X1/4X3/4LLBB,2L31/2X21/2X1/4X3/4LLBB,aisc_augmented,False,reference,,,,,
2L-31/2X21/2X1/4X3/4LLBB,2L31/2X21/2X1/4X3/4LLBB,2L31/2X21/2X1/4X3/4LLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4X3/4LLBB LL Angle,2L31/2X21/2X1/4X3/4LLBBLLANGLE,2L31/2X21/2X1/4X3/4LLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2XI/4X3/4LLBB,2L31/2X21/2XI/4X3/4LLBB,2L31/2X21/2X1/4X3/4LLBB,aisc_augmented,False,reference,,,,,
2L_31/2X21/2X1/4X3/4LLBB,2L31/2X21/2X1/4X3/4LLBB,2L31/2X21/2X1/4X3/4LLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4X3/4LLBB 2L Shape,2L31/2X21/2X1/4X3/4LLBB2LSHAPE,2L31/2X21/2X1/4X3/4LLBB,aisc_augmented,False,reference,,,,,
Double Angle 2L31/2X21/2X1/4X3/4LLBB,DOUBLEANGLE2L31/2X21/2X1/4X3/4LLBB,2L31/2X21/2X1/4X3/4LLBB,aisc_augmented,False,reference,,,,,
2L31/2X2I/2X1/4X3/4LLBB,2L31/2X2I/2X1/4X3/4LLBB,2L31/2X21/2X1/4X3/4LLBB,aisc_augmented,False,reference,,,,,
LL Angle 2L31/2X21/2X1/4X3/4LLBB,LLANGLE2L31/2X21/2X1/4X3/4LLBB,2L31/2X21/2X1/4X3/4LLBB,aisc_augmented,False,reference,,,,,
Double Angle 2L31/2X21/2X1/4X3/4LLBB ASTM A36,DOUBLEANGLE2L31/2X21/2X1/4X3/4LLBBASTMA36,2L31/2X21/2X1/4X3/4LLBB,aisc_augmented,False,reference,,,,,
2L3I/2X21/2X1/4X3/4LLBB,2L3I/2X21/2X1/4X3/4LLBB,2L31/2X21/2X1/4X3/4LLBB,aisc_augmented,False,reference,,,,,
2L31/2 X 21/2 X 1/4 X 3/4SLBB,2L31/2X21/2X1/4X3/4SLBB,2L31/2X21/2X1/4X3/4SLBB,aisc_augmented,False,reference,,,,,
2L-31/2X21/2X1/4X3/4SLBB,2L31/2X21/2X1/4X3/4SLBB,2L31/2X21/2X1/4X3/4SLBB,aisc_augmented,False,reference,,,,,
2L Shape 2L31/2X21/2X1/4X3/4SLBB,2LSHAPE2L31/2X21/2X1/4X3/4SLBB,2L31/2X21/2X1/4X3/4SLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4X3/4SLBB ASTM A36,2L31/2X21/2X1/4X3/4SLBBASTMA36,2L31/2X21/2X1/4X3/4SLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4X3/4SLBB A36,2L31/2X21/2X1/4X3/4SLBBA36,2L31/2X21/2X1/4X3/4SLBB,aisc_augmented,False,reference,,,,,
2L_31/2X21/2X1/4X3/4SLBB,2L31/2X21/2X1/4X3/4SLBB,2L31/2X21/2X1/4X3/4SLBB,aisc_augmented,False,reference,,,,,
Double Angle 2L31/2X21/2X1/4X3/4SLBB,DOUBLEANGLE2L31/2X21/2X1/4X3/4SLBB,2L31/2X21/2X1/4X3/4SLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4X3/4SLBB LL Angle,2L31/2X21/2X1/4X3/4SLBBLLANGLE,2L31/2X21/2X1/4X3/4SLBB,aisc_augmented,False,reference,,,,,
LL Angle 2L31/2X21/2X1/4X3/4SLBB,LLANGLE2L31/2X21/2X1/4X3/4SLBB,2L31/2X21/2X1/4X3/4SLBB,aisc_augmented,False,reference,,,,,
2L31/2X2I/2X1/4X3/4SLBB,2L31/2X2I/2X1/4X3/4SLBB,2L31/2X21/2X1/4X3/4SLBB,aisc_augmented,False,reference,,,,,
Double Angle 2L31/2X21/2X1/4X3/4SLBB A36,DOUBLEANGLE2L31/2X21/2X1/4X3/4SLBBA36,2L31/2X21/2X1/4X3/4SLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4X3/4SLBB Double Angle,2L31/2X21/2X1/4X3/4SLBBDOUBLEANGLE,2L31/2X21/2X1/4X3/4SLBB,aisc_augmented,False,reference,,,,,
2L 31/2 X 21/2 X 1/4 X 3/4SLBB,2L31/2X21/2X1/4X3/4SLBB,2L31/2X21/2X1/4X3/4SLBB,aisc_augmented,False,reference,,,,,
2L3I/2X21/2X1/4X3/4SLBB,2L3I/2X21/2X1/4X3/4SLBB,2L31/2X21/2X1/4X3/4SLBB,aisc_augmented,False,reference,,,,,
Double Angle 2L31/2X21/2X1/4X3/4SLBB ASTM A36,DOUBLEANGLE2L31/2X21/2X1/4X3/4SLBBASTMA36,2L31/2X21/2X1/4X3/4SLBB,aisc_augmented,False,reference,,,,,
2L31/2 X 21/2X1/4X3/4SLBB,2L31/2X21/2X1/4X3/4SLBB,2L31/2X21/2X1/4X3/4SLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4X3/4SLBB 2L Shape,2L31/2X21/2X1/4X3/4SLBB2LSHAPE,2L31/2X21/2X1/4X3/4SLBB,aisc_augmented,False,reference,,,,,
2L31/2×21/2×1/4×3/4SLBB,2L31/2X21/2X1/4X3/4SLBB,2L31/2X21/2X1/4X3/4SLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2XI/4X3/4SLBB,2L31/2X21/2XI/4X3/4SLBB,2L31/2X21/2X1/4X3/4SLBB,aisc_augmented,False,reference,,,,,
2L Shape-2L31/2X21/2X1/4X3/4SLBB,2LSHAPE2L31/2X21/2X1/4X3/4SLBB,2L31/2X21/2X1/4X3/4SLBB,aisc_augmented,False,reference,,,,,
Double Angle-2L31/2X21/2X1/4X3/4SLBB,DOUBLEANGLE2L31/2X21/2X1/4X3/4SLBB,2L31/2X21/2X1/4X3/4SLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4X3/4SLBB,2L31/2X21/2X1/4X3/4SLBB,2L31/2X21/2X1/4X3/4SLBB,aisc_augmented,False,reference,,,,,
LL Angle-2L31/2X21/2X1/4X3/4SLBB,LLANGLE2L31/2X21/2X1/4X3/4SLBB,2L31/2X21/2X1/4X3/4SLBB,aisc_augmented,False,reference,,,,,
2L 31/2X21/2X1/4X3/4SLBB,2L31/2X21/2X1/4X3/4SLBB,2L31/2X21/2X1/4X3/4SLBB,aisc_augmented,False,reference,,,,,
Double Angle 2L31/2X21/2X1/4X3/8LLBB,DOUBLEANGLE2L31/2X21/2X1/4X3/8LLBB,2L31/2X21/2X1/4X3/8LLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4X3/BLLBB,2L31/2X21/2X1/4X3/BLLBB,2L31/2X21/2X1/4X3/8LLBB,aisc_augmented,False,reference,,,,,
2L31/2 X 21/2 X 1/4 X 3/8LLBB,2L31/2X21/2X1/4X3/8LLBB,2L31/2X21/2X1/4X3/8LLBB,aisc_augmented,False,reference,,,,,
2L-31/2X21/2X1/4X3/8LLBB,2L31/2X21/2X1/4X3/8LLBB,2L31/2X21/2X1/4X3/8LLBB,aisc_augmented,False,reference,,,,,
2L31/2X2I/2X1/4X3/8LLBB,2L31/2X2I/2X1/4X3/8LLBB,2L31/2X21/2X1/4X3/8LLBB,aisc_augmented,False,reference,,,,,
2l31/2x21/2x1/4x3/8llbb,2L31/2X21/2X1/4X3/8LLBB,2L31/2X21/2X1/4X3/8LLBB,aisc_augmented,False,reference,,,,,
2L31/2×21/2×1/4×3/8LLBB,2L31/2X21/2X1/4X3/8LLBB,2L31/2X21/2X1/4X3/8LLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4X3/8LLBB A36,2L31/2X21/2X1/4X3/8LLBBA36,2L31/2X21/2X1/4X3/8LLBB,aisc_augmented,False,reference,,,,,
Double Angle-2L31/2X21/2X1/4X3/8LLBB,DOUBLEANGLE2L31/2X21/2X1/4X3/8LLBB,2L31/2X21/2X1/4X3/8LLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4X3/8LLBB 2L Shape,2L31/2X21/2X1/4X3/8LLBB2LSHAPE,2L31/2X21/2X1/4X3/8LLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4X3/8LLBB ASTM A36,2L31/2X21/2X1/4X3/8LLBBASTMA36,2L31/2X21/2X1/4X3/8LLBB,aisc_augmented,False,reference,,,,,
2L 31/2 X 21/2 X 1/4 X 3/8LLBB,2L31/2X21/2X1/4X3/8LLBB,2L31/2X21/2X1/4X3/8LLBB,aisc_augmented,False,reference,,,,,
Double Angle 2L31/2X21/2X1/4X3/8LLBB A36,DOUBLEANGLE2L31/2X21/2X1/4X3/8LLBBA36,2L31/2X21/2X1/4X3/8LLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2XI/4X3/8LLBB,2L31/2X21/2XI/4X3/8LLBB,2L31/2X21/2X1/4X3/8LLBB,aisc_augmented,False,reference,,,,,
2L Shape-2L31/2X21/2X1/4X3/8LLBB,2LSHAPE2L31/2X21/2X1/4X3/8LLBB,2L31/2X21/2X1/4X3/8LLBB,aisc_augmented,False,reference,,,,,
Double Angle 2L31/2X21/2X1/4X3/8LLBB ASTM A36,DOUBLEANGLE2L31/2X21/2X1/4X3/8LLBBASTMA36,2L31/2X21/2X1/4X3/8LLBB,aisc_augmented,False,reference,,,,,
2L Shape 2L31/2X21/2X1/4X3/8LLBB,2LSHAPE2L31/2X21/2X1/4X3/8LLBB,2L31/2X21/2X1/4X3/8LLBB,aisc_augmented,False,reference,,,,,
2L 31/2X21/2X1/4X3/8LLBB,2L31/2X21/2X1/4X3/8LLBB,2L31/2X21/2X1/4X3/8LLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4X3/8LLBB Double Angle,2L31/2X21/2X1/4X3/8LLBBDOUBLEANGLE,2L31/2X21/2X1/4X3/8LLBB,aisc_augmented,False,reference,,,,,
2L31/2 X 21/2X1/4X3/8LLBB,2L31/2X21/2X1/4X3/8LLBB,2L31/2X21/2X1/4X3/8LLBB,aisc_augmented,False,reference,,,,,
LL Angle 2L31/2X21/2X1/4X3/8LLBB,LLANGLE2L31/2X21/2X1/4X3/8LLBB,2L31/2X21/2X1/4X3/8LLBB,aisc_augmented,False,reference,,,,,
2L31/2X21/2X1/4X3/8LLBB LL Angle,2L31/2X21/2X1/4X3/8LLBBLLANGLE,2L31/2X21/2X1/4X3/8LLBB,aisc_augmented,False,reference,,,,,
2L_31/2X21/2X1/4X3/8LLBB,2L31/2X21/2X1/4X3/8LLBB,2L31/2X21/2X1/4X3/8LLBB,aisc_augmented,False,reference,,,,,
LL Angle-2L31/2X21/2X1/4X3/8LLBB,LLANGLE2L31/2X21/2X1/4X3/8LLBB,2L31/2X21/2X1/4X3/8LLBB,aisc_augmented,False,reference,,,,,
2L3I/2X21/2X1/4X3/8LLBB,2L3I/2X21/2X1/4X3/8LLBB,2L31/2X21/2X1/4X3/8LLBB,aisc_augmented,False,reference,,,,,
2L Shape 2L31/2X21/2X1/4X3/8SLBB,2LSHAPE2L31/2X21/2X1/4X3/8SLBB,2L31/2X21/2X1/4X3/8SLBB,aisc_augmented,False,reference,,,,,
