token,class,category,source
Grade ANGLE-L7X4X,L,structural_section,augmented
Mat'l ANGLE-L7X4X,L,structural_section,augmented
Steel ANGLE-L7X4X,L,structural_section,augmented
MATERIAL ANGLE-L7X4X,L,structural_section,augmented
LSHAPEL7X4X,L,structural_section,original
L SHAPEL7X4X,L,structural_section,original
L-SHAPEL7X4X,L,structural_section,augmented
L_SHAPEL7X4X,L,structural_section,augmented
L SHAPE L7X4X,L,structural_section,original
LSHAPEL7 X 4X,L,structural_section,original
L SHAPEL7 X 4 X,L,structural_section,original
LSHAPEL7X4X A36,L,structural_section,augmented
Angle LSHAPEL7X4X,L,structural_section,augmented
Angle-LSHAPEL7X4X,L,structural_section,augmented
LSHAPEL7X4X Angle,L,structural_section,augmented
LSHAPE-L7X4X,L,structural_section,original
L SHAPE-L7X4X,L,structural_section,original
L-SHAPE-L7X4X,L,structural_section,augmented
L_SHAPE-L7X4X,L,structural_section,augmented
LSHAPE-L7 X 4X,L,structural_section,original
L SHAPE-L7 X 4 X,L,structural_section,original
LSHAPE-L7X4X A36,L,structural_section,augmented
Angle LSHAPE-L7X4X,L,structural_section,augmented
Angle-LSHAPE-L7X4X,L,structural_section,augmented
LSHAPE-L7X4X Angle,L,structural_section,augmented
L Shape LSHAPE-L7X4X,L,structural_section,augmented
L -7X4X,L,structural_section,original
L--7X4X,L,structural_section,augmented
L_-7X4X,L,structural_section,augmented
L-7 X 4X,L,structural_section,original
L -7 X 4 X,L,structural_section,original
L-7X4X A36,L,structural_section,augmented
Angle L-7X4X,L,structural_section,augmented
Angle-L-7X4X,L,structural_section,augmented
L-7X4X Angle,L,structural_section,augmented
L Shape L-7X4X,L,structural_section,augmented
L Shape-L-7X4X,L,structural_section,augmented
L-7X4X L Shape,L,structural_section,augmented
ANGLE IRON L5X3X5/16,HSS,structural_section,original
HSS ANGLE IRON L5X3X5/16,HSS,structural_section,augmented
ASTM ANGLE IRON L5X3X5/16,HSS,structural_section,augmented
ANGLE IRON L5X3X5/16 (HSS),HSS,structural_section,augmented
ANGLE IRON L5X3X5/16 Steel,HSS,structural_section,augmented
Grade ANGLE IRON L5X3X5/16,HSS,structural_section,augmented
Mat'l ANGLE IRON L5X3X5/16,HSS,structural_section,augmented
Steel ANGLE IRON L5X3X5/16,HSS,structural_section,augmented
MATERIAL ANGLE IRON L5X3X5/16,HSS,structural_section,augmented
ANGLE IRON-L5X3X5/16,HSS,structural_section,original
HSS ANGLE IRON-L5X3X5/16,HSS,structural_section,augmented
ASTM ANGLE IRON-L5X3X5/16,HSS,structural_section,augmented
ANGLE IRON-L5X3X5/16 (HSS),HSS,structural_section,augmented
ANGLE IRON-L5X3X5/16 Steel,HSS,structural_section,augmented
Grade ANGLE IRON-L5X3X5/16,HSS,structural_section,augmented
Mat'l ANGLE IRON-L5X3X5/16,HSS,structural_section,augmented
Steel ANGLE IRON-L5X3X5/16,HSS,structural_section,augmented
MATERIAL ANGLE IRON-L5X3X5/16,HSS,structural_section,augmented
ANGLE L5X3X5/16,HSS,structural_section,original
HSS ANGLE L5X3X5/16,HSS,structural_section,augmented
ASTM ANGLE L5X3X5/16,HSS,structural_section,augmented
ANGLE L5X3X5/16 (HSS),HSS,structural_section,augmented
ANGLE L5X3X5/16 Steel,HSS,structural_section,augmented
Grade ANGLE L5X3X5/16,HSS,structural_section,augmented
Mat'l ANGLE L5X3X5/16,HSS,structural_section,augmented
Steel ANGLE L5X3X5/16,HSS,structural_section,augmented
MATERIAL ANGLE L5X3X5/16,HSS,structural_section,augmented
ANGLE L5X3X5/16 A36,HSS,structural_section,original
HSS ANGLE L5X3X5/16 A36,HSS,structural_section,augmented
ASTM ANGLE L5X3X5/16 A36,HSS,structural_section,augmented
ANGLE L5X3X5/16 A36 (HSS),HSS,structural_section,augmented
ANGLE L5X3X5/16 A36 Steel,HSS,structural_section,augmented
Grade ANGLE L5X3X5/16 A36,HSS,structural_section,augmented
Mat'l ANGLE L5X3X5/16 A36,HSS,structural_section,augmented
Steel ANGLE L5X3X5/16 A36,HSS,structural_section,augmented
MATERIAL ANGLE L5X3X5/16 A36,HSS,structural_section,augmented
ANGLE L5X3X5/16 ASTM A36,HSS,structural_section,original
HSS ANGLE L5X3X5/16 ASTM A36,HSS,structural_section,augmented
ASTM ANGLE L5X3X5/16 ASTM A36,HSS,structural_section,augmented
ANGLE L5X3X5/16 ASTM A36 (HSS),HSS,structural_section,augmented
ANGLE L5X3X5/16 ASTM A36 Steel,HSS,structural_section,augmented
Grade ANGLE L5X3X5/16 ASTM A36,HSS,structural_section,augmented
Mat'l ANGLE L5X3X5/16 ASTM A36,HSS,structural_section,augmented
Steel ANGLE L5X3X5/16 ASTM A36,HSS,structural_section,augmented
MATERIAL ANGLE L5X3X5/16 ASTM A36,HSS,structural_section,augmented
ANGLE-L5X3X5/16,HSS,structural_section,original
HSS ANGLE-L5X3X5/16,HSS,structural_section,augmented
ASTM ANGLE-L5X3X5/16,HSS,structural_section,augmented
ANGLE-L5X3X5/16 (HSS),HSS,structural_section,augmented
ANGLE-L5X3X5/16 Steel,HSS,structural_section,augmented
Grade ANGLE-L5X3X5/16,HSS,structural_section,augmented
Mat'l ANGLE-L5X3X5/16,HSS,structural_section,augmented
Steel ANGLE-L5X3X5/16,HSS,structural_section,augmented
MATERIAL ANGLE-L5X3X5/16,HSS,structural_section,augmented
TSSHAPEL5X3X5/16,HSS,structural_section,augmented
HSSSHAPEL5X3X5/16,HSS,structural_section,augmented
L SHAPE L5X3X5/16,HSS,structural_section,original
TS SHAPEL5X3X5/16,HSS,structural_section,augmented
HSS SHAPEL5X3X5/16,HSS,structural_section,augmented
HSS-SHAPEL5X3X5/16,HSS,structural_section,augmented
HSS_SHAPEL5X3X5/16,HSS,structural_section,augmented
HSSSHAPEL5 X 3X5/16,HSS,structural_section,augmented
HSS HSSSHAPEL5X3X5/16,HSS,structural_section,augmented
HSS-HSSSHAPEL5X3X5/16,HSS,structural_section,augmented
HSSSHAPEL5X3X5/16 HSS,HSS,structural_section,augmented
L SHAPE-L5X3X5/16,HSS,structural_section,original
TSSHAPE-L5X3X5/16,HSS,structural_section,augmented
HSSSHAPE-L5X3X5/16,HSS,structural_section,augmented
TS SHAPE-L5X3X5/16,HSS,structural_section,augmented
HSS SHAPE-L5X3X5/16,HSS,structural_section,augmented
HSS-SHAPE-L5X3X5/16,HSS,structural_section,augmented
HSS_SHAPE-L5X3X5/16,HSS,structural_section,augmented
HSSSHAPE-L5 X 3X5/16,HSS,structural_section,augmented
HSS HSSSHAPE-L5X3X5/16,HSS,structural_section,augmented
HSS-HSSSHAPE-L5X3X5/16,HSS,structural_section,augmented
HSSSHAPE-L5X3X5/16 HSS,HSS,structural_section,augmented
L-5X3X5/16,HSS,structural_section,original
TS-5X3X5/16,HSS,structural_section,augmented
TS -5X3X5/16,HSS,structural_section,augmented
HSS -5X3X5/16,HSS,structural_section,augmented
HSS--5X3X5/16,HSS,structural_section,augmented
HSS_-5X3X5/16,HSS,structural_section,augmented
HSS-5 X 3X5/16,HSS,structural_section,augmented
HSS HSS-5X3X5/16,HSS,structural_section,augmented
HSS-5X3X5/16 HSS,HSS,structural_section,augmented
HSS-HSS-5X3X5/16,HSS,structural_section,augmented
HSS -5 X 3 X 5/16,HSS,structural_section,augmented
ANGLE IRON L5X3X,L,structural_section,original
L ANGLE IRON L5X3X,L,structural_section,augmented
ANGLE IRON L5X3X (L),L,structural_section,augmented
ASTM ANGLE IRON L5X3X,L,structural_section,augmented
ANGLE IRON L5X3X Steel,L,structural_section,augmented
Grade ANGLE IRON L5X3X,L,structural_section,augmented
Mat'l ANGLE IRON L5X3X,L,structural_section,augmented
Steel ANGLE IRON L5X3X,L,structural_section,augmented
MATERIAL ANGLE IRON L5X3X,L,structural_section,augmented
ANGLE IRON-L5X3X,L,structural_section,original
L ANGLE IRON-L5X3X,L,structural_section,augmented
ANGLE IRON-L5X3X (L),L,structural_section,augmented
ASTM ANGLE IRON-L5X3X,L,structural_section,augmented
ANGLE IRON-L5X3X Steel,L,structural_section,augmented
Grade ANGLE IRON-L5X3X,L,structural_section,augmented
Mat'l ANGLE IRON-L5X3X,L,structural_section,augmented
Steel ANGLE IRON-L5X3X,L,structural_section,augmented
MATERIAL ANGLE IRON-L5X3X,L,structural_section,augmented
L ANGLE L5X3X,L,structural_section,augmented
ANGLE L5X3X (L),L,structural_section,augmented
ASTM ANGLE L5X3X,L,structural_section,augmented
ANGLE L5X3X Steel,L,structural_section,augmented
Grade ANGLE L5X3X,L,structural_section,augmented
Mat'l ANGLE L5X3X,L,structural_section,augmented
Steel ANGLE L5X3X,L,structural_section,augmented
MATERIAL ANGLE L5X3X,L,structural_section,augmented
ANGLE L5X3X A36,L,structural_section,original
L ANGLE L5X3X A36,L,structural_section,augmented
ANGLE L5X3X A36 (L),L,structural_section,augmented
ASTM ANGLE L5X3X A36,L,structural_section,augmented
ANGLE L5X3X A36 Steel,L,structural_section,augmented
Grade ANGLE L5X3X A36,L,structural_section,augmented
Mat'l ANGLE L5X3X A36,L,structural_section,augmented
Steel ANGLE L5X3X A36,L,structural_section,augmented
MATERIAL ANGLE L5X3X A36,L,structural_section,augmented
ANGLE L5X3X ASTM A36,L,structural_section,original
L ANGLE L5X3X ASTM A36,L,structural_section,augmented
ANGLE L5X3X ASTM A36 (L),L,structural_section,augmented
ASTM ANGLE L5X3X ASTM A36,L,structural_section,augmented
ANGLE L5X3X ASTM A36 Steel,L,structural_section,augmented
Grade ANGLE L5X3X ASTM A36,L,structural_section,augmented
Mat'l ANGLE L5X3X ASTM A36,L,structural_section,augmented
Steel ANGLE L5X3X ASTM A36,L,structural_section,augmented
MATERIAL ANGLE L5X3X ASTM A36,L,structural_section,augmented
L ANGLE-L5X3X,L,structural_section,augmented
ANGLE-L5X3X (L),L,structural_section,augmented
ASTM ANGLE-L5X3X,L,structural_section,augmented
ANGLE-L5X3X Steel,L,structural_section,augmented
Grade ANGLE-L5X3X,L,structural_section,augmented
Mat'l ANGLE-L5X3X,L,structural_section,augmented
Steel ANGLE-L5X3X,L,structural_section,augmented
MATERIAL ANGLE-L5X3X,L,structural_section,augmented
LSHAPEL5X3X,L,structural_section,original
L SHAPEL5X3X,L,structural_section,original
L-SHAPEL5X3X,L,structural_section,augmented
L_SHAPEL5X3X,L,structural_section,augmented
LSHAPEL5 X 3X,L,structural_section,original
L SHAPEL5 X 3 X,L,structural_section,original
LSHAPEL5X3X A36,L,structural_section,augmented
Angle LSHAPEL5X3X,L,structural_section,augmented
Angle-LSHAPEL5X3X,L,structural_section,augmented
LSHAPEL5X3X Angle,L,structural_section,augmented
LSHAPE-L5X3X,L,structural_section,original
L SHAPE-L5X3X,L,structural_section,original
L-SHAPE-L5X3X,L,structural_section,augmented
L_SHAPE-L5X3X,L,structural_section,augmented
LSHAPE-L5 X 3X,L,structural_section,original
L SHAPE-L5 X 3 X,L,structural_section,original
LSHAPE-L5X3X A36,L,structural_section,augmented
Angle LSHAPE-L5X3X,L,structural_section,augmented
Angle-LSHAPE-L5X3X,L,structural_section,augmented
LSHAPE-L5X3X Angle,L,structural_section,augmented
L Shape LSHAPE-L5X3X,L,structural_section,augmented
L -5X3X,L,structural_section,original
L--5X3X,L,structural_section,augmented
L_-5X3X,L,structural_section,augmented
L-5 X 3X,L,structural_section,original
L -5 X 3 X,L,structural_section,original
L-5X3X A36,L,structural_section,augmented
Angle L-5X3X,L,structural_section,augmented
Angle-L-5X3X,L,structural_section,augmented
L-5X3X Angle,L,structural_section,augmented
L Shape L-5X3X,L,structural_section,augmented
L Shape-L-5X3X,L,structural_section,augmented
L-5X3X L Shape,L,structural_section,augmented
ANGLE IRON L3X3,2L,structural_section,original
2L ANGLE IRON L3X3,2L,structural_section,augmented
ANGLE IRON L3X3 (2L),2L,structural_section,augmented
ASTM ANGLE IRON L3X3,2L,structural_section,augmented
ANGLE IRON L3X3 Steel,2L,structural_section,augmented
Grade ANGLE IRON L3X3,2L,structural_section,augmented
Mat'l ANGLE IRON L3X3,2L,structural_section,augmented
Steel ANGLE IRON L3X3,2L,structural_section,augmented
MATERIAL ANGLE IRON L3X3,2L,structural_section,augmented
ANGLE IRON-L3X3,2L,structural_section,original
2L ANGLE IRON-L3X3,2L,structural_section,augmented
ANGLE IRON-L3X3 (2L),2L,structural_section,augmented
ASTM ANGLE IRON-L3X3,2L,structural_section,augmented
ANGLE IRON-L3X3 Steel,2L,structural_section,augmented
Grade ANGLE IRON-L3X3,2L,structural_section,augmented
Mat'l ANGLE IRON-L3X3,2L,structural_section,augmented
Steel ANGLE IRON-L3X3,2L,structural_section,augmented
MATERIAL ANGLE IRON-L3X3,2L,structural_section,augmented
ANGLE L3X3,2L,structural_section,original
2L ANGLE L3X3,2L,structural_section,augmented
ANGLE L3X3 (2L),2L,structural_section,augmented
ASTM ANGLE L3X3,2L,structural_section,augmented
ANGLE L3X3 Steel,2L,structural_section,augmented
Grade ANGLE L3X3,2L,structural_section,augmented
Mat'l ANGLE L3X3,2L,structural_section,augmented
Steel ANGLE L3X3,2L,structural_section,augmented
MATERIAL ANGLE L3X3,2L,structural_section,augmented
ANGLE L3X3 A36,2L,structural_section,original
2L ANGLE L3X3 A36,2L,structural_section,augmented
ANGLE L3X3 A36 (2L),2L,structural_section,augmented
ASTM ANGLE L3X3 A36,2L,structural_section,augmented
ANGLE L3X3 A36 Steel,2L,structural_section,augmented
Grade ANGLE L3X3 A36,2L,structural_section,augmented
Mat'l ANGLE L3X3 A36,2L,structural_section,augmented
Steel ANGLE L3X3 A36,2L,structural_section,augmented
MATERIAL ANGLE L3X3 A36,2L,structural_section,augmented
ANGLE L3X3 ASTM A36,2L,structural_section,original
2L ANGLE L3X3 ASTM A36,2L,structural_section,augmented
ANGLE L3X3 ASTM A36 (2L),2L,structural_section,augmented
ASTM ANGLE L3X3 ASTM A36,2L,structural_section,augmented
ANGLE L3X3 ASTM A36 Steel,2L,structural_section,augmented
Grade ANGLE L3X3 ASTM A36,2L,structural_section,augmented
Mat'l ANGLE L3X3 ASTM A36,2L,structural_section,augmented
Steel ANGLE L3X3 ASTM A36,2L,structural_section,augmented
MATERIAL ANGLE L3X3 ASTM A36,2L,structural_section,augmented
ANGLE-L3X3,2L,structural_section,original
2L ANGLE-L3X3,2L,structural_section,augmented
ANGLE-L3X3 (2L),2L,structural_section,augmented
ASTM ANGLE-L3X3,2L,structural_section,augmented
ANGLE-L3X3 Steel,2L,structural_section,augmented
Grade ANGLE-L3X3,2L,structural_section,augmented
Mat'l ANGLE-L3X3,2L,structural_section,augmented
Steel ANGLE-L3X3,2L,structural_section,augmented
MATERIAL ANGLE-L3X3,2L,structural_section,augmented
2LSHAPEL3X3,2L,structural_section,augmented
2L SHAPEL3X3,2L,structural_section,augmented
2L-SHAPEL3X3,2L,structural_section,augmented
2L_SHAPEL3X3,2L,structural_section,augmented
L SHAPE L3X3,2L,structural_section,original
2LSHAPEL3 X 3,2L,structural_section,augmented
2L SHAPEL3 X 3,2L,structural_section,augmented
2LSHAPEL3X3 A36,2L,structural_section,augmented
2L Shape 2LSHAPEL3X3,2L,structural_section,augmented
2L Shape-2LSHAPEL3X3,2L,structural_section,augmented
2LSHAPEL3X3 2L Shape,2L,structural_section,augmented
2LSHAPE-L3X3,2L,structural_section,augmented
L SHAPE-L3X3,2L,structural_section,original
2L SHAPE-L3X3,2L,structural_section,augmented
2L-SHAPE-L3X3,2L,structural_section,augmented
2L_SHAPE-L3X3,2L,structural_section,augmented
2LSHAPE-L3 X 3,2L,structural_section,augmented
2L SHAPE-L3 X 3,2L,structural_section,augmented
2LSHAPE-L3X3 A36,2L,structural_section,augmented
2L Shape 2LSHAPE-L3X3,2L,structural_section,augmented
2L Shape-2LSHAPE-L3X3,2L,structural_section,augmented
2LSHAPE-L3X3 2L Shape,2L,structural_section,augmented
L-3X3,2L,structural_section,original
2L -3X3,2L,structural_section,augmented
2L--3X3,2L,structural_section,augmented
2L_-3X3,2L,structural_section,augmented
2L-3 X 3,2L,structural_section,augmented
2L -3 X 3,2L,structural_section,augmented
2L-3X3 A36,2L,structural_section,augmented
2L Shape 2L-3X3,2L,structural_section,augmented
2L Shape-2L-3X3,2L,structural_section,augmented
2L-3X3 2L Shape,2L,structural_section,augmented
2L-3X3 ASTM A36,2L,structural_section,augmented
ANGLE IRON L4X4X,L,structural_section,original
L ANGLE IRON L4X4X,L,structural_section,augmented
ANGLE IRON L4X4X (L),L,structural_section,augmented
ASTM ANGLE IRON L4X4X,L,structural_section,augmented
ANGLE IRON L4X4X Steel,L,structural_section,augmented
Grade ANGLE IRON L4X4X,L,structural_section,augmented
Mat'l ANGLE IRON L4X4X,L,structural_section,augmented
Steel ANGLE IRON L4X4X,L,structural_section,augmented
MATERIAL ANGLE IRON L4X4X,L,structural_section,augmented
ANGLE IRON-L4X4X,L,structural_section,original
L ANGLE IRON-L4X4X,L,structural_section,augmented
ANGLE IRON-L4X4X (L),L,structural_section,augmented
ASTM ANGLE IRON-L4X4X,L,structural_section,augmented
ANGLE IRON-L4X4X Steel,L,structural_section,augmented
Grade ANGLE IRON-L4X4X,L,structural_section,augmented
Mat'l ANGLE IRON-L4X4X,L,structural_section,augmented
Steel ANGLE IRON-L4X4X,L,structural_section,augmented
MATERIAL ANGLE IRON-L4X4X,L,structural_section,augmented
L ANGLE L4X4X,L,structural_section,augmented
ANGLE L4X4X (L),L,structural_section,augmented
ASTM ANGLE L4X4X,L,structural_section,augmented
ANGLE L4X4X Steel,L,structural_section,augmented
Grade ANGLE L4X4X,L,structural_section,augmented
Mat'l ANGLE L4X4X,L,structural_section,augmented
Steel ANGLE L4X4X,L,structural_section,augmented
MATERIAL ANGLE L4X4X,L,structural_section,augmented
ANGLE L4X4X A36,L,structural_section,original
L ANGLE L4X4X A36,L,structural_section,augmented
ANGLE L4X4X A36 (L),L,structural_section,augmented
ASTM ANGLE L4X4X A36,L,structural_section,augmented
ANGLE L4X4X A36 Steel,L,structural_section,augmented
Grade ANGLE L4X4X A36,L,structural_section,augmented
Mat'l ANGLE L4X4X A36,L,structural_section,augmented
Steel ANGLE L4X4X A36,L,structural_section,augmented
MATERIAL ANGLE L4X4X A36,L,structural_section,augmented
ANGLE L4X4X ASTM A36,L,structural_section,original
L ANGLE L4X4X ASTM A36,L,structural_section,augmented
ANGLE L4X4X ASTM A36 (L),L,structural_section,augmented
ASTM ANGLE L4X4X ASTM A36,L,structural_section,augmented
ANGLE L4X4X ASTM A36 Steel,L,structural_section,augmented
Grade ANGLE L4X4X ASTM A36,L,structural_section,augmented
Mat'l ANGLE L4X4X ASTM A36,L,structural_section,augmented
Steel ANGLE L4X4X ASTM A36,L,structural_section,augmented
MATERIAL ANGLE L4X4X ASTM A36,L,structural_section,augmented
L ANGLE-L4X4X,L,structural_section,augmented
ANGLE-L4X4X (L),L,structural_section,augmented
ASTM ANGLE-L4X4X,L,structural_section,augmented
ANGLE-L4X4X Steel,L,structural_section,augmented
Grade ANGLE-L4X4X,L,structural_section,augmented
Mat'l ANGLE-L4X4X,L,structural_section,augmented
Steel ANGLE-L4X4X,L,structural_section,augmented
MATERIAL ANGLE-L4X4X,L,structural_section,augmented
LSHAPEL4X4X,L,structural_section,original
L SHAPEL4X4X,L,structural_section,original
L-SHAPEL4X4X,L,structural_section,augmented
L_SHAPEL4X4X,L,structural_section,augmented
LSHAPEL4 X 4X,L,structural_section,original
L SHAPEL4 X 4 X,L,structural_section,original
LSHAPEL4X4X A36,L,structural_section,augmented
Angle LSHAPEL4X4X,L,structural_section,augmented
Angle-LSHAPEL4X4X,L,structural_section,augmented
LSHAPEL4X4X Angle,L,structural_section,augmented
LSHAPE-L4X4X,L,structural_section,original
L SHAPE-L4X4X,L,structural_section,original
L-SHAPE-L4X4X,L,structural_section,augmented
L_SHAPE-L4X4X,L,structural_section,augmented
LSHAPE-L4 X 4X,L,structural_section,original
L SHAPE-L4 X 4 X,L,structural_section,original
LSHAPE-L4X4X A36,L,structural_section,augmented
Angle LSHAPE-L4X4X,L,structural_section,augmented
Angle-LSHAPE-L4X4X,L,structural_section,augmented
LSHAPE-L4X4X Angle,L,structural_section,augmented
L Shape LSHAPE-L4X4X,L,structural_section,augmented
L -4X4X,L,structural_section,original
L--4X4X,L,structural_section,augmented
L_-4X4X,L,structural_section,augmented
L-4 X 4X,L,structural_section,original
L -4 X 4 X,L,structural_section,original
L-4X4X A36,L,structural_section,augmented
Angle L-4X4X,L,structural_section,augmented
Angle-L-4X4X,L,structural_section,augmented
L-4X4X Angle,L,structural_section,augmented
L Shape L-4X4X,L,structural_section,augmented
L Shape-L-4X4X,L,structural_section,augmented
L-4X4X L Shape,L,structural_section,augmented
3 X 3 (HSS3X3X3/8),HSS,structural_section,original
HSS 3 X 3 (HSS3X3X3/8),HSS,structural_section,augmented
ASTM 3 X 3 (HSS3X3X3/8),HSS,structural_section,augmented
